Index,label,integer_1,integer_2,integer_3,integer_4,integer_5,integer_6,integer_7,integer_8,integer_9,integer_10,integer_11,integer_12,integer_13,categorical_1,categorical_2,categorical_3,categorical_4,categorical_5,categorical_6,categorical_7,categorical_8,categorical_9,categorical_10,categorical_11,categorical_12,categorical_13,categorical_14,categorical_15,categorical_16,categorical_17,categorical_18,categorical_19,categorical_20,categorical_21,categorical_22,categorical_23,categorical_24,categorical_25,categorical_26
1388,0,,7,,,134007,,,0,,,,,,9a89b36c,2c16a946,43b60a49,ec142e08,4cf72387,fbad5c96,e14874c9,5b392875,7cc72ec2,b64775cc,636405ac,3ee624b8,31b42deb,07d13a8f,18231224,833e5e26,e5ba7672,74ef3502,,,d06ffd9a,,3a171ecb,9117a34a,,
1419,0,,132,1.0,34.0,18884.0,,0.0,2,417.0,,0.0,,35.0,05db9164,38a947a1,4470baf4,8c8a4c47,f281d2a7,fe6b92e5,bb67d5a4,51d76abe,a73ee510,c468d81f,d83caed6,bb669e25,d5aaf8c3,b28479f6,59621a99,2b2ce127,1e88c74f,b133fcd4,,,2b796e4a,,32c7478e,8d365d3b,,
1460,0,,9,,,7414.0,172.0,1.0,0,19.0,,1.0,,,05db9164,38a947a1,d2ba63de,e914d977,25c83c98,7e0ccccf,86946882,0b153874,a73ee510,f3678585,bda62d37,39102bce,2648f8ef,b28479f6,bcf15323,5c130480,d4bb7bd8,2a5c1ed3,,,e79d04cf,,32c7478e,b258af68,,
1465,0,2.0,37,12.0,2.0,33,2.0,2,1,2,1.0,1,,2.0,5bfa8ab5,287130e0,f10b8f8b,202fca20,4cf72387,fbad5c96,ce4f7f55,5b392875,a73ee510,d7026747,38f692a7,766a3e49,6e5da64f,07d13a8f,10040656,4390abb5,e5ba7672,891589e7,6f3756eb,5840adea,64554bf6,c9d4222a,32c7478e,4b3abb84,e8b83407,56133ed0
1496,0,2.0,3,150.0,33.0,20.0,33.0,2.0,34,50.0,1.0,1.0,,33.0,05db9164,512fdf0c,ca0f78cf,16659585,43b19349,fbad5c96,a25cceac,0b153874,a73ee510,aba09c45,5bee5497,e0375f9c,a57cffd3,07d13a8f,aa322bcf,50f63c42,07c540c4,fd3919f9,21ddcdc9,5840adea,47d2397d,,3a171ecb,13dabb63,724b04da,f3737bd0
1499,0,0.0,-1,,,1460,74.0,33,44,384,0.0,7,,,68fd1e64,08d6d899,c9ceed41,cd08b588,25c83c98,7e0ccccf,d2dbdfe6,37e4aa92,a73ee510,9598fde8,2b9c7071,6c7591c2,1aa94af3,07d13a8f,41f10449,6d922e3b,3486227d,698d1c68,,,15fce809,,dbb486d7,f96a556f,,
1502,0,4.0,2,1.0,1.0,866,1.0,4,1,15,1.0,1,,1.0,05db9164,6887a43c,6c890a10,55db6044,4cf72387,13718bbd,d7ea84dc,0b153874,a73ee510,2b438e13,6939835e,a0f41a51,dc1d72e4,b28479f6,9cc57c4d,7dc581df,e5ba7672,2ae4f30d,21ddcdc9,b1252a9d,b15b2b2e,,32c7478e,f8bdffd6,445bbe3b,60c3c355
1522,0,0.0,177,16.0,11.0,2727.0,86.0,6.0,45,153.0,0.0,2.0,0.0,11.0,68fd1e64,207b2d81,74e1a23a,9a6888fb,25c83c98,7e0ccccf,1c63b114,0b153874,a73ee510,f6f942d1,67841877,fb8fab62,781f4d92,b28479f6,231f3923,c6b1e1b2,e5ba7672,25935396,21ddcdc9,5840adea,99c09e97,,3a171ecb,335a6a1e,001f3601,3626d9ba
1528,0,,0,2.0,,27.0,,,1,,,,,,05db9164,80e26c9b,16b30097,e517f033,4cf72387,,372a0c4c,0b153874,a73ee510,a08eee5a,2e15139e,63b34abd,94881fc3,b28479f6,4c1df281,356f6a16,d4bb7bd8,f54016b9,21ddcdc9,5840adea,613a7ed9,,3a171ecb,9195f690,e8b83407,3e0e39d6
1538,0,0.0,35,22.0,24.0,2308,263.0,5,44,119,0.0,1,,24.0,05db9164,b56822db,7da86e4b,b733e495,2c6b8ded,7e0ccccf,2505ae8d,45f7c2dd,a73ee510,3b08e48b,c5638068,ed397d6b,8d02f360,b28479f6,a9d1ba1a,056d8866,e5ba7672,38dce391,21ddcdc9,b1252a9d,deaf6b52,ad3062eb,32c7478e,d9556584,001f3601,6c27a535
1563,0,,0,4.0,7.0,5964.0,,0,8,3,,0,0.0,8.0,05db9164,cb89a94d,d032c263,c18be181,30903e74,7e0ccccf,73d69e84,0b153874,a73ee510,4b4670a5,a2482a8c,dfbb09fb,bcc112ba,b28479f6,53a64a06,84898b2a,07c540c4,bc836583,,,0014c32a,,32c7478e,3b183c5c,,
1569,0,,0,1.0,1.0,,,0.0,4,1.0,,0.0,,1.0,68fd1e64,8084ee93,02cf9876,c18be181,25c83c98,7e0ccccf,970f01b2,0b153874,7cc72ec2,3b08e48b,36bccca0,8fe001f4,80467802,07d13a8f,422c8577,36103458,2005abd1,52e44668,,,e587c466,,55dd3565,3b183c5c,,
1570,0,0.0,1,,10.0,8822,953.0,2,16,220,0.0,2,0.0,10.0,39af2607,d833535f,77f2f2e5,d16679b9,25c83c98,7e0ccccf,eac06b5a,66f29b89,a73ee510,c4bffb57,f2a5d7d2,9f32b866,a3b89afc,b28479f6,a66dcf27,31ca40b6,27c07bd6,7b49e3d2,,,dfcfc3fa,,32c7478e,aee52b6f,,
1581,0,0.0,1,13.0,13.0,751,23.0,4,20,18,0.0,1,,13.0,05db9164,d833535f,d032c263,c18be181,43b19349,fe6b92e5,494efe74,5b392875,a73ee510,3b08e48b,8b7c8abd,dfbb09fb,db6a4bd8,07d13a8f,827fae3a,84898b2a,e5ba7672,42a2edb9,,,0014c32a,c9d4222a,55dd3565,3b183c5c,,
1593,0,1.0,0,2.0,,606,3.0,274,34,652,1.0,19,0.0,,8cf07265,59ab477c,7d6148a8,ab4bb209,25c83c98,13718bbd,002fdf0c,0b153874,a73ee510,d367b3d6,a4ea009a,a64ab585,1e9339bc,07d13a8f,9c25c3f3,8f7c02e2,27c07bd6,74fc71da,21ddcdc9,5840adea,ea7ec431,,55dd3565,63360f91,b9266ff0,c15d6087
1606,0,0.0,560,,,3178.0,19.0,16.0,8.0,89.0,0.0,4.0,0.0,,05db9164,2c8c5f5d,910ade79,953f038f,25c83c98,7e0ccccf,50b436c9,5b392875,a73ee510,0a3a2cb6,a0a5e9d7,8ace78d0,ee79db7b,07d13a8f,4962a9e7,5efa8d38,e5ba7672,f5f4ae5b,,,60cc6d6c,,423fab69,9d8f9768,,
1624,1,13.0,0,34.0,7.0,138.0,17.0,69,32,178,2.0,10,,7.0,8cf07265,6887a43c,6d0ceb43,8d164e53,25c83c98,7e0ccccf,8caa4e5e,0b153874,a73ee510,d34f3b15,d4587bb9,9fa694f3,d534e77a,07d13a8f,eb1997cb,a54711b4,e5ba7672,570391ac,21ddcdc9,b1252a9d,78766d37,ad3062eb,32c7478e,9e0bee34,445bbe3b,3246a38c
1630,0,,0,9.0,0.0,10284.0,,0,1,5,,0,,1.0,5a9ed9b0,78ccd99e,010e36f1,515db406,25c83c98,13718bbd,9c8ed289,0b153874,a73ee510,26fa334d,a7b606c4,3d40540f,eae197fd,b28479f6,1ca2ec64,89e1e64c,07c540c4,e7e991cb,841389cd,a458ea53,47ed3c6c,,3a171ecb,3fdb382b,001f3601,49d68486
1632,0,0.0,2,5.0,3.0,2931,11.0,3,10,18,0.0,2,,3.0,05db9164,287130e0,6e36ebe9,91e21b29,25c83c98,fbad5c96,32079c61,5b392875,a73ee510,d6a4738e,757868ef,adcae8cd,9b706dc0,cfef1c29,655fad18,1457a5bb,07c540c4,891589e7,2b47c6cd,a458ea53,c7eb1e2a,,32c7478e,596c175e,ea9a246c,c107870d
1651,0,5.0,17,18.0,18.0,567,89.0,5.0,37,89.0,1.0,1.0,0.0,18.0,87552397,1550810c,7ddb58d3,971b9e1f,25c83c98,fe6b92e5,cc936bac,0b153874,a73ee510,886c48e9,3c264af5,6e2269a9,6c24bc52,b28479f6,465dad55,8f243987,e5ba7672,6e200add,21ddcdc9,5840adea,06b9b6ef,78e2e389,3a171ecb,3b425be9,010f6491,2fede552
1653,0,0.0,1,2.0,12.0,4877,140.0,13.0,34,136.0,0.0,2.0,,12.0,68fd1e64,7bd1349b,9dd39f1c,02203ded,25c83c98,fe6b92e5,2d3724a1,5b392875,a73ee510,a6cc5a0b,c21c44c8,b9ca692d,5b3fc509,07d13a8f,500c45a8,e9aa3184,e5ba7672,2b0a9d11,,,7453e535,,dbb486d7,906e72ec,,
1671,1,1.0,-1,,,633.0,3.0,11,6,42,1.0,4,6.0,,8cf07265,38a947a1,56986833,51c8777a,4cf72387,,468a0854,0b153874,a73ee510,3b08e48b,a60de4e5,484768b2,605bbc24,051219e6,e8be4ceb,ca80f0f2,8efede7f,eae36289,,,3363cba5,,32c7478e,27c2a5a2,,
1782,0,0.0,1,1.0,2.0,1641.0,274.0,1.0,5,247.0,0.0,1.0,,2.0,da4eff0f,09e68b86,aa8c1539,85dd697c,4cf72387,7e0ccccf,175f4be6,5b392875,a73ee510,17a0cc50,1f36d28a,d8c29807,0a8a3875,8ceecbc8,d2f03b75,c64d548f,d4bb7bd8,63cdbb21,cf99e5de,5840adea,5f957280,,3a171ecb,1793a828,e8b83407,b7d9c3bc
1788,0,,306,1.0,,,,,0,,,,,,05db9164,38a947a1,df65428e,9bc7c818,25c83c98,fe6b92e5,08383675,0b153874,7cc72ec2,3b08e48b,727af3e2,176858ad,49fe3d4e,b28479f6,2915894f,4d612a0c,2005abd1,ff58a873,,,b0b1d4f4,ad3062eb,be7c41b4,4bc4a47f,,
1796,0,,2,228.0,1.0,18871,,0,1,55,,0,,1.0,05db9164,80e26c9b,c23b87bb,85dd697c,25c83c98,7e0ccccf,d7c52953,0b153874,a73ee510,6b98223f,4ab39743,6c531638,ab8a1a53,07d13a8f,e8f4b767,2d0bbe92,e5ba7672,005c6740,21ddcdc9,b1252a9d,9a008f98,ad3062eb,3a171ecb,1793a828,e8b83407,9904c656
1806,0,4.0,4,,2.0,1324.0,12.0,5,12,11,0.0,1,,2.0,39af2607,6f115d49,d032c263,c18be181,25c83c98,fbad5c96,5ce839a9,0b153874,a73ee510,3b08e48b,52105669,dfbb09fb,d2b8af4a,b28479f6,38645649,84898b2a,e5ba7672,58b6f121,,,0014c32a,,be7c41b4,3b183c5c,,
1821,0,,0,1.0,7.0,12271,,0,7,13,,0,,7.0,241546e0,e112a9de,4098d6ac,22504558,4cf72387,fe6b92e5,468f29c4,0b153874,a73ee510,9379862f,16ef27ce,90edbc51,f3a2b604,1adce6ef,a1fa3e9c,9e0369ab,e5ba7672,63226d20,,,405920eb,,32c7478e,8f079aa5,,
1828,0,,725,,1.0,1267.0,36.0,1.0,12,36.0,,1.0,,1.0,05db9164,1cfdf714,e5f6cd30,ebab4e45,4cf72387,3bf701e7,f8748bfc,25239412,a73ee510,3b08e48b,90dfb174,1d547d45,611283ab,051219e6,af56328b,5cbb7d5c,d4bb7bd8,e88ffc9d,a2c503f1,a458ea53,4cd20f85,,be7c41b4,00ebfe67,cb079c2d,ba07efd4
1853,0,,86,,7.0,11.0,594.0,0.0,7,54.0,,0.0,,4.0,68fd1e64,68b3edbf,d032c263,c18be181,25c83c98,,36b796aa,0b153874,a73ee510,739ff196,7373475d,dfbb09fb,cfbfce5c,07d13a8f,40f9f2b8,84898b2a,e5ba7672,3009c5ce,,,0014c32a,,3a171ecb,3b183c5c,,
1854,1,0.0,-1,,,2416,16.0,67,2,57,0.0,7,,,d5b19c97,38a947a1,1d0eabf2,6a14f9b9,4cf72387,7e0ccccf,bd9a3e0c,5b392875,a73ee510,54dee4bc,980e6880,95f2d765,aef750b7,07d13a8f,5182f694,f8b34416,e5ba7672,e5f8f18f,,,f3ddd519,,32c7478e,b34f3128,,
1975,0,,0,8.0,1.0,4903.0,221.0,12.0,41,103.0,,3.0,1.0,26.0,68fd1e64,0a519c5c,b00d1501,d16679b9,25c83c98,7e0ccccf,a5ac6560,0b153874,a73ee510,3b08e48b,6dc69f41,e0d76380,fca56425,b28479f6,7f6af6b0,1203a270,3486227d,eea3ab97,,,73d06dde,,32c7478e,aee52b6f,,
1995,0,5.0,60,49.0,26.0,547,66.0,5,26,26,1.0,1,,26.0,8cf07265,39dfaa0d,003f419b,ff852091,25c83c98,fbad5c96,9f3e4cce,5b392875,a73ee510,efea433b,e66005d3,349450bc,8f33b365,b28479f6,a36eb32c,6615ffe6,07c540c4,75edcf1f,21ddcdc9,b1252a9d,3dd38d65,ad3062eb,3a171ecb,c2fe6ca4,010f6491,0015d4de
2010,0,,49,,6.0,22451,510.0,213.0,1,1170.0,,6.0,,6.0,291b7ba2,ef69887a,886a27dc,267f9271,25c83c98,7e0ccccf,ceadc1bd,233428af,a73ee510,3b08e48b,1d7bf26b,75c7ffa6,2f83c4ea,07d13a8f,b98be2c0,688bad7c,e5ba7672,4bcc9449,21ddcdc9,a458ea53,637001d4,,3a171ecb,dc180fee,e8b83407,c3cca2a9
2013,0,0.0,339,48.0,1.0,3019.0,207.0,1,6,9,0.0,1,,5.0,68fd1e64,38a947a1,91ca0f1d,557036ce,4cf72387,7e0ccccf,1c63b114,0b153874,a73ee510,3d8bc3c8,67841877,74cafd4c,781f4d92,b28479f6,a5118040,b4de62ad,e5ba7672,b6b880ec,,,7335e6d5,,3a171ecb,8f282db5,,
2047,0,,12,8.0,18.0,1317.0,,0.0,35.0,566.0,,0.0,0.0,18.0,8cf07265,9b25e48b,097916d2,0720fa82,384874ce,fbad5c96,18e4a2af,0b153874,a73ee510,b2b01648,c38e2c3e,d9372f55,26e5be30,cfef1c29,e7dfec07,8acba4a8,3486227d,7d8c03aa,5b885066,a458ea53,a846a3a4,,32c7478e,3fdb382b,ea9a246c,49d68486
2059,0,0.0,-1,10.0,14.0,7061,605.0,15,10,144,0.0,2,,14.0,05db9164,c41a84c8,7153a1f2,759c4a2e,25c83c98,fe6b92e5,41f01e8e,0b153874,a73ee510,3b08e48b,ebd30041,a648ca66,c7a109eb,64c94865,a772a8e2,9f56eb2f,e5ba7672,2b46823a,,,4b4716a2,,32c7478e,590b856f,,
2089,0,,10,,,151488.0,,,0,,,,,,05db9164,09e68b86,aa8c1539,85dd697c,25c83c98,fbad5c96,79df8422,0b153874,7cc72ec2,48fea13d,eac2829e,d8c29807,a3704113,8ceecbc8,d2f03b75,c64d548f,d4bb7bd8,63cdbb21,cf99e5de,5840adea,5f957280,,32c7478e,1793a828,e8b83407,b7d9c3bc
2109,0,,209,41.0,1.0,2972,,0.0,8,8.0,,0.0,0.0,5.0,ae82ea21,0468d672,4a73e400,dc56a6c8,4cf72387,7e0ccccf,7d48c0ae,0b153874,a73ee510,20d01e61,5874c9c9,e6deec50,740c210d,07d13a8f,a888f201,a0613853,3486227d,9880032b,21ddcdc9,b1252a9d,e58f5b50,,32c7478e,becdd73c,46fbac64,aa5f0a15
2206,0,0.0,220,3.0,0.0,21828.0,,,17,,0.0,,,11.0,05db9164,d833535f,99ab3e96,499ac831,25c83c98,7e0ccccf,9963c37d,25239412,a73ee510,d2f1c80c,92b77f2e,995e4a74,7a7b8db5,b28479f6,a733d362,071a7236,e5ba7672,281769c2,,,147cf6df,,32c7478e,aee52b6f,,
2225,0,0.0,32,130.0,3.0,2710.0,383.0,4.0,48,148.0,0.0,1.0,0.0,4.0,05db9164,8947f767,e1f610c0,867bf504,25c83c98,7e0ccccf,6c5b8266,5b392875,a73ee510,3b08e48b,6dc69f41,a1d4de5f,fca56425,b28479f6,a473257f,609b5d78,e5ba7672,bd17c3da,fc134659,b1252a9d,bfe98711,,32c7478e,bf238dc9,010f6491,b37bc705
2239,0,,18,27.0,31.0,2871.0,995.0,9,27,651,,3,,31.0,05db9164,207b2d81,015450da,a42c24d9,25c83c98,fbad5c96,09636619,37e4aa92,a73ee510,2e546b3f,dcea998f,548118bd,55be071f,07d13a8f,f3c64936,412b23b3,e5ba7672,f724634a,21ddcdc9,a458ea53,a92e4560,,32c7478e,98f2c2f9,001f3601,a6308e9b
2252,1,1.0,109,1.0,5.0,1.0,1.0,15.0,3,336.0,1.0,2.0,0.0,1.0,05db9164,38a947a1,445f929e,6a14f9b9,25c83c98,fbad5c96,2903ead3,0b153874,a73ee510,0a3a2cb6,a0a5e9d7,db8a6819,ee79db7b,07d13a8f,78530a26,f8b34416,3486227d,c9ac134a,,,f3ddd519,,423fab69,b34f3128,,
2304,1,,2,1.0,1.0,60,,0.0,3,8.0,,0.0,,2.0,68fd1e64,40ed0c67,03d3baff,85dd697c,43b19349,fe6b92e5,53b5f978,5b392875,a73ee510,3b08e48b,91e8fc27,753d341b,9ff13f22,b28479f6,c5d3e789,90012081,776ce399,2585827d,21ddcdc9,5840adea,4ae0af56,,be7c41b4,1793a828,e8b83407,655ff9ca
2315,0,1.0,320,,33.0,57,33.0,4,21,134,1.0,3,,33.0,68fd1e64,80e26c9b,1a6e6323,85dd697c,25c83c98,,052e75f4,0b153874,a73ee510,4b8a28d0,b7bb7a17,e2e6e761,73e186f6,07d13a8f,e8f4b767,2d0bbe92,e5ba7672,005c6740,21ddcdc9,5840adea,3324d59f,,32c7478e,1793a828,e8b83407,b9809574
2329,0,0.0,3,4.0,3.0,1568,10.0,21,4,10,0.0,1,1.0,3.0,05db9164,71ca0a25,c48cd8f8,24d89f30,25c83c98,fbad5c96,ddb7e381,0b153874,a73ee510,3b08e48b,38914a66,f25a8037,c281c227,b28479f6,a67c19b7,9ca51d92,3486227d,9bf8ffef,21ddcdc9,5840adea,17b90ef0,,dbb486d7,da89b7d5,001f3601,a3f0086a
2330,1,1.0,0,27.0,45.0,370,80.0,1,25,59,1.0,1,,48.0,05db9164,38a947a1,5c4ef94d,2.9285000000000003e+50,25c83c98,7e0ccccf,646b4bca,0b153874,a73ee510,3b08e48b,9b972b2e,5c50c76c,df941d33,07d13a8f,d17eb2da,d14f7440,07c540c4,ba92b1b2,,,8c1227ac,ad3062eb,32c7478e,e4aec941,,
2336,1,,12,27.0,23.0,3002,,0,23,158,,0,0.0,23.0,f473b8dc,421b43cd,b0f58014,29998ed1,25c83c98,7e0ccccf,5acc7d7b,0b153874,a73ee510,3b08e48b,fb7a7aa9,6aaba33c,138498c6,b28479f6,e1ac77f7,b041b04a,776ce399,2804effd,,,723b4dfd,,dbb486d7,b34f3128,,
2339,0,,-1,,,7564,149.0,0,23,46,,0,,,05db9164,71ca0a25,fa074199,af9fbc04,25c83c98,7e0ccccf,9c8ed289,5b392875,a73ee510,62e76cf6,a7b606c4,0d3c0d54,eae197fd,07d13a8f,a8e0f0c6,bcb7e1d4,07c540c4,9bf8ffef,21ddcdc9,5840adea,e8fa1235,,3a171ecb,8adbfc00,001f3601,984e0db0
2353,0,8.0,-1,,,450,21.0,8,18,24,1.0,1,,,05db9164,38a947a1,4470baf4,8c8a4c47,25c83c98,7e0ccccf,1c86e0eb,0b153874,a73ee510,a8bdf9ae,755e4a50,bb669e25,5978055e,b28479f6,119224e4,2b2ce127,e5ba7672,b133fcd4,,,2b796e4a,,32c7478e,8d365d3b,,
2364,0,0.0,3,24.0,4.0,1215,54.0,1,18,18,0.0,1,,4.0,68fd1e64,06174070,a3829614,b0ed6de7,0942e0a7,7e0ccccf,bb67d5a4,0b153874,a73ee510,7b7e43a5,d83caed6,3b917db0,d5aaf8c3,cfef1c29,73438c3b,12e989e9,d4bb7bd8,836a11e3,a34d2cf6,5840adea,9179411e,,423fab69,1793a828,e8b83407,fa3124de
2370,0,0.0,0,114.0,0.0,30912.0,,,6,,0.0,,0.0,3.0,05db9164,f0cf0024,74e1a23a,9a6888fb,4cf72387,,34a36cd9,0b153874,7cc72ec2,015dc527,e3baf8d4,fb8fab62,bc1e82c6,b28479f6,e6c5b5cd,c6b1e1b2,e5ba7672,b04e4670,21ddcdc9,5840adea,99c09e97,,3a171ecb,335a6a1e,ea9a246c,877c5de5
2376,1,2.0,1,14.0,8.0,43.0,2.0,2,10,75,2.0,2,,2.0,05db9164,a0e12995,b40d3bb9,3efbe902,30903e74,fbad5c96,36b796aa,0b153874,a73ee510,739ff196,7373475d,d0c72a5a,cfbfce5c,07d13a8f,73e2709e,00ee7737,e5ba7672,1616f155,21ddcdc9,5840adea,82bd8d7e,,3a171ecb,4ccf0b59,9b3e8820,984e0db0
2388,0,,26,21.0,10.0,17988,54.0,3,16,88,,1,,10.0,489d0f96,c44e8a72,bf949c91,21dfd386,25c83c98,7e0ccccf,5b3d71b3,c8ddd494,a73ee510,3b08e48b,70d4d706,5ade9551,b6a6a31e,b28479f6,1addf65e,4c3d9a9c,e5ba7672,456d734d,9437f62f,b1252a9d,d6df02ff,,32c7478e,e95018ca,724b04da,1295442b
2399,0,,-1,3.0,3.0,40285,,0,9,5,,0,,3.0,68fd1e64,d833535f,ad4b77ff,d16679b9,25c83c98,7e0ccccf,aa239c24,0b153874,a73ee510,3b08e48b,81cae03e,a2f4e8b5,d413ef3e,b28479f6,a733d362,89052618,07c540c4,281769c2,,,d4703ebd,,32c7478e,aee52b6f,,
2409,0,,-1,,,10676.0,159.0,38.0,4,34.0,,5.0,0.0,,68fd1e64,38a947a1,e2ae765d,2fa8be0f,4cf72387,fbad5c96,5e4454aa,0b153874,a73ee510,000e2f4b,680bf6cb,d99fa921,7db6a946,b28479f6,d82a1750,0a047b5f,3486227d,43e64261,,,39429ae8,c9d4222a,3a171ecb,28cee3a1,,
2439,0,,358,3.0,7.0,41856.0,,,13,,,,,12.0,5a9ed9b0,d833535f,d032c263,c18be181,25c83c98,fbad5c96,8c5faa99,51d76abe,a73ee510,8f64a122,d79bad49,dfbb09fb,9f792ab2,07d13a8f,827fae3a,84898b2a,d4bb7bd8,42a2edb9,,,0014c32a,,32c7478e,3b183c5c,,
2447,0,,34,102.0,7.0,2914,,0,7,8,,0,,7.0,05db9164,09e68b86,47870aae,be8f4152,25c83c98,,a83dddd8,64523cfa,a73ee510,3b08e48b,553703e8,8e40d7b8,18458a54,b28479f6,52baadf5,23a814b5,1e88c74f,5aed7436,55dd3565,b1252a9d,1418084a,,32c7478e,3fdb382b,e8b83407,49d68486
2449,0,1.0,-1,1.0,,180,22.0,17,23,247,1.0,5,,,05db9164,4f25e98b,50cdb07f,b7ef7de7,25c83c98,7e0ccccf,df5c2d18,0b153874,a73ee510,233e3a0c,a7b606c4,013ad2a6,eae197fd,07d13a8f,dfab705f,3e1d87f6,e5ba7672,7ef5affa,1c2a036d,a458ea53,dfa3674f,,c7dc6720,3fdb382b,010f6491,9569c251
2530,0,0.0,19,1.0,2.0,2148.0,45.0,2.0,8,16.0,0.0,1.0,,2.0,3560b08b,38a947a1,4470baf4,8c8a4c47,25c83c98,fbad5c96,e0835d8c,0b153874,a73ee510,3b08e48b,a35ba7a0,bb669e25,628738d3,b28479f6,717db705,2b2ce127,07c540c4,ade68c22,,,2b796e4a,,be7c41b4,8d365d3b,,
2531,1,5.0,-1,,,220,40.0,6,42,56,1.0,2,,,05db9164,38a947a1,2b678933,c956a68a,25c83c98,fe6b92e5,53c2def9,5b392875,a73ee510,3440d43b,48e01e3c,c20bc69a,613b2c28,cfef1c29,3d0fa6ec,fd01e723,e5ba7672,96a98e28,,,f14451e8,,423fab69,aa8e88de,,
2536,1,,1885,8.0,0.0,8621.0,57.0,13,8,89,,2,,8.0,05db9164,2c16a946,a65db9fb,9f43a1b5,25c83c98,fe6b92e5,baddb49d,0b153874,a73ee510,0af77012,8c997030,28156fd4,916be09b,b28479f6,3628a186,87140baa,e5ba7672,e4ca448c,,,67bb5322,,3a171ecb,9117a34a,,
2553,0,2.0,12,3.0,10.0,20,17.0,34.0,18,186.0,1.0,6.0,1.0,8.0,68fd1e64,09e68b86,3a5bdf07,491a7c8a,25c83c98,7e0ccccf,136f2270,37e4aa92,a73ee510,151a09a6,7bbe6c06,3c9a17e5,ea1f21b7,b28479f6,52baadf5,d691a013,3486227d,5aed7436,23a4bfcf,b1252a9d,a5ed5b4e,,c7dc6720,1793a828,e8b83407,f0670357
2557,0,0.0,1,7.0,7.0,4168.0,289.0,46,11,609,0.0,5,,7.0,87552397,38a947a1,16da655e,e3679b95,30903e74,fbad5c96,6284da2d,0b153874,a73ee510,b173a655,5874c9c9,74906f90,740c210d,07d13a8f,750d1068,925e59a8,e5ba7672,a866c2a1,,,30ec1dcf,,32c7478e,5a3afc28,,
2641,0,,0,2.0,,1779.0,4.0,1.0,0,0.0,,1.0,,,68fd1e64,4f25e98b,d21953e9,1504834c,43b19349,7e0ccccf,22ff0182,0b153874,a73ee510,0a2e6d2e,48e01e3c,836d8a28,613b2c28,b28479f6,df2f73e9,6982fbc5,d4bb7bd8,bc5a0ff7,09243db5,a458ea53,18079647,,32c7478e,b2197b69,001f3601,65ba694c
2645,1,0.0,1,1.0,2.0,1782,25.0,25,0,744,0.0,11,0.0,2.0,05db9164,287130e0,c3f92e41,af0007a5,25c83c98,fbad5c96,63985851,0b153874,a73ee510,0a263d38,5874c9c9,a9e5708a,740c210d,1adce6ef,310d155b,342833a2,8efede7f,891589e7,c361c1be,b1252a9d,76b74c94,,bcdee96c,e48e9296,ea9a246c,dcee9d66
2659,0,,160,,,43143,243.0,0,0,0,,0,,,68fd1e64,80e26c9b,68947d2f,bfe96ff0,384874ce,7e0ccccf,b93919cc,0b153874,a73ee510,a8d1ae09,2591ca7a,42f15668,9b7d472e,07d13a8f,f3635baf,af4c95e6,d4bb7bd8,f54016b9,21ddcdc9,a458ea53,30ac885f,,c7dc6720,3037ff6a,e8b83407,b112057a
2664,0,,3,1.0,2.0,20224,,,5,,,,,4.0,38e415c5,b961056b,f16662fc,45000d9c,25c83c98,7e0ccccf,46ea0a60,1f89b562,a73ee510,3b08e48b,477ac334,14eb29f5,b6433e34,07d13a8f,c9e96939,7820eb1e,e5ba7672,5a6878f5,,,0acd080d,,32c7478e,037a0e10,,
2672,0,1.0,4,78.0,12.0,462.0,28.0,1.0,28,28.0,1.0,1.0,,27.0,ff5f3ab9,58e67aaf,9e0302ea,4cd94e77,25c83c98,7e0ccccf,03b3628d,0b153874,a73ee510,044f54bc,bef6a013,428f9bca,8407d8f7,b28479f6,62eca3c0,15d25516,d4bb7bd8,c21c3e4c,21ddcdc9,b1252a9d,816e90ca,,bcdee96c,ad684916,9b3e8820,1d40214c
2750,1,,4298,,0.0,5709.0,4.0,2.0,2,2.0,,1.0,,2.0,be589b51,38a947a1,c798d5a0,aa788e13,25c83c98,6f6d9be8,c1158194,0b153874,a73ee510,c5f36ac2,35dc8759,96c06c1f,c1618056,07d13a8f,3e755faf,1d2c90fc,e5ba7672,c88f7bae,,,6d6b2dd9,,32c7478e,bfeda438,,
2755,0,0.0,255,1.0,,12271,1463.0,2,4,1502,0.0,1,0.0,,05db9164,1cfdf714,79b7e033,4a74bdf3,25c83c98,7e0ccccf,78dcd87f,0b153874,a73ee510,4f2c396f,8aa7f20a,bc42b44d,706a14b0,07d13a8f,f775a6d5,79997ac6,3486227d,e88ffc9d,21ddcdc9,b1252a9d,b3157cf6,ad3062eb,423fab69,37dcf3b1,b9266ff0,b77e7551
2770,0,0.0,0,34.0,3.0,2015,675.0,9,39,295,0.0,1,,6.0,75ac2fe6,38a947a1,d3658d99,e98d8698,43b19349,fe6b92e5,46f8dc78,0b153874,a73ee510,3b08e48b,1675e254,3af94af0,a62cc8e7,07d13a8f,ef87ae31,a5b8b6b0,e5ba7672,ff809076,,,29cd4eef,,423fab69,ed62d872,,
